X,Y,OBJECTID,STATION_ID,OWNER,TTYPE,HULL,NAME,PAYLOAD,LAT,LON,TIMEZONE,FORECAST,NOTE,URL
-75.5889999999999,39.5820000000001,"898",deld1,PT,Water Level Observation Network,,"8551762 - Delaware City, DE",,39.582,-75.589,E,,"For area forecasts and warnings, select: <a href=""http://www.weather.gov/phi/"">Philadelphia-Mt Holly WFO</a>",http://www.ndbc.noaa.gov/station_page.php?station=deld1
-71.9399999999999,39.9180000000001,"899",demo2,LR,Test station,,NDBC Demo Glider #2,,39.918,-71.94,E,,"Glider data are not quality controlled by NDBC.<br /><br />Click? <a title=""here"" href=""http://www.ndbc.noaa.gov/nws_special/demo2.txt"" shape=""rect"">here</a>? to see latest positions.<br />",http://www.ndbc.noaa.gov/station_page.php?station=demo2
-75.499,39.114,"900",deqd1,NR,NERRS Water Quality Station,,"Lebanon Landing, Delaware Reserve, DE",,39.114,-75.499,E,,,http://www.ndbc.noaa.gov/station_page.php?station=deqd1
-124.485,47.6750000000001,"901",desw1,NDBC,C-MAN Station,,"Destruction Island, WA",MARS payload,47.675,-124.485,C,FZUS56.KSEW,,http://www.ndbc.noaa.gov/station_page.php?station=desw1
-148.419,70.222,"902",dhxa2,MA,C-MAN Station,,"Deadhorse, AK",,70.222,-148.419,A,,,http://www.ndbc.noaa.gov/station_page.php?station=dhxa2
-88.075,30.2500000000001,"903",dila1,NOS,Water Level Observation Network,,"8735180 - Dauphin Island, AL",,30.25,-88.075,,,,http://www.ndbc.noaa.gov/station_page.php?station=dila1
-90.728,47.0790000000001,"904",disw3,NDBC,C-MAN Station,,"Devils Island, WI",Sutron XPERT payload,47.079,-90.728,C,,,http://www.ndbc.noaa.gov/station_page.php?station=disw3
-88.567,30.3560000000001,"905",dkcm6,NOS,Water Level Observation Network,,"8741501 - Dock C, Port of Pascagoula, MS",,30.356,-88.567,C,,,http://www.ndbc.noaa.gov/station_page.php?station=dkcm6
-79.354,42.494,"896",dbln6,NDBC,C-MAN Station,,"Dunkirk, NY",MARS payload,42.494,-79.354,E,FZUS51.KBUF,,http://www.ndbc.noaa.gov/station_page.php?station=dbln6
-79.167,33.3600000000001,"897",dbqs1,NR,NERRS Water Quality Station,,"Debidue Creek - North Inlet - Winyah Bay, SC",,33.36,-79.167,E,,,http://www.ndbc.noaa.gov/station_page.php?station=dbqs1
-80.49,25.1800000000001,"906",dkkf1,NP,Water Quality Station,,"Duck Key, FL",,25.18,-80.49,E,FZUS52.KKEY,"Water levels are referenced to local datums.&nbsp; They provide relative change in water level and are not to be used for navigation.",http://www.ndbc.noaa.gov/station_page.php?station=dkkf1
-122.117,37.5070000000001,"907",dmbc1,EB,CICORE water quality station,,"Dumbarton Bridge at Newark, CA",,37.507,-122.117,P,,,http://www.ndbc.noaa.gov/station_page.php?station=dmbc1
-123.955,46.2260000000001,"908",dmno3,CM,Coastal Marine Station,,"Desdemona Sands Light, OR",,46.226,-123.955,P,FZUS56.KPQR,Station disestablished 01/09/2019.,http://www.ndbc.noaa.gov/station_page.php?station=dmno3
-81.559,30.3870000000001,"909",dmsf1,PT,Water Level Observation Network,,"8720219 - Dames Point, FL",,30.387,-81.559,E,,,http://www.ndbc.noaa.gov/station_page.php?station=dmsf1
-76.424,36.962,"910",domv2,PT,Water Level Observation Network,,"8638511 - Dominion Terminal Associates, VA",,36.962,-76.424,E,,,http://www.ndbc.noaa.gov/station_page.php?station=domv2
-88.078,30.251,"911",dpha1,Dauphin Island Sea Lab,Coastal Marine Station,,"Dauphin Island Sea Lab, AL",,30.251,-88.078,C,,,http://www.ndbc.noaa.gov/station_page.php?station=dpha1
-88.075,30.2500000000001,"912",dpia1,NDBC,C-MAN Station,,"Dauphin Island, AL",Sutron XPERT payload,30.25,-88.075,C,FZUS54.KMOB,"On 02/28/2023, Dauphin Island was disestablished. See the notice below for more details.<br style=""text-transform: none; text-indent: 0px; letter-spacing: normal; font-style: normal; font-variant: normal; font-weight: normal; font-size: 13px; line-height: normal; font-family: arial,sans-serif; white-space: normal; color: rgb(0, 0, 0); word-spacing: 0px; background-color: rgb(255, 255, 255);"" /> <p><a href=""https://www.weather.gov/media/notification/pdf_2023_24/scn23-04_ndbc_dpia1.pdf"">Disestablishment of C-MAN Station DPIA1 - Dauphin Island, Alabama</a>",http://www.ndbc.noaa.gov/station_page.php?station=dpia1
-166.531,53.8840000000001,"913",dpla2,MA,C-MAN Station,,"Dutch Harbor APL, AK",,53.884,-166.531,A,,,http://www.ndbc.noaa.gov/station_page.php?station=dpla2
-166.528,53.9030000000001,"914",dpoa2,MA,C-MAN Station,,"Dutch Harbor Port Office, AK",,53.903,-166.528,A,,,http://www.ndbc.noaa.gov/station_page.php?station=dpoa2
-166.542,53.8890000000001,"915",dpxa2,MA,C-MAN Station,,"Dutch Harbor Pilot Station, AK",,53.889,-166.542,A,,,http://www.ndbc.noaa.gov/station_page.php?station=dpxa2
-122.264,38.056,"916",dpxc1,PT,Water Level Observation Network,,"9415141 - Davis Point, San Pablo Bay, CA",,38.056,-122.264,P,,,http://www.ndbc.noaa.gov/station_page.php?station=dpxc1
-152.137,60.5530000000001,"917",drfa2,NDBC,C-MAN Station,,"Drift River Terminal, AK",MARS payload,60.553,-152.137,A,FZAK51.PAFC,Station disestablished 02/09/2022.,http://www.ndbc.noaa.gov/station_page.php?station=drfa2
-75.437,39.0890000000001,"918",drsd1,NR,NERRS Weather Station,,"Saint Jones River, Delaware Reserve, DE",,39.089,-75.437,E,,"Water Quality data for this Reserve are available at....<br /> <a href=""http://www.ndbc.noaa.gov/station_page.php?station=scld1"">SCLD1</a> -- Scotton Landing<br />",http://www.ndbc.noaa.gov/station_page.php?station=drsd1
-82.862,24.638,"919",dryf1,NDBC,C-MAN Station,,"Dry Tortugas, FL",MARS payload,24.638,-82.862,E,FZUS52.KKEY,"Station DRYF1 failed on September 21, 2005. It has been replaced with a station installed nearby at Pulaski Shoal Light, <a href=""/station_page.php?station=plsf1"">PLSF1</a>",http://www.ndbc.noaa.gov/station_page.php?station=dryf1
-75.297,35.1530000000001,"920",dsln7,NDBC,C-MAN Station,,"Diamond Shls Lt., NC",DACT payload,35.153,-75.297,E,FZUS52.KMHX,"<a href=""/station_page.php?station=41025"">Station 41025</a>, the replacement station for DSLN7, was deployed on March 28, 2003.",http://www.ndbc.noaa.gov/station_page.php?station=dsln7
-83.898,45.9930000000001,"921",dtlm4,NOS,Water Level Observation Network,,"9075099 - De Tour Village, MI",,45.993,-83.898,E,,,http://www.ndbc.noaa.gov/station_page.php?station=dtlm4
-75.7449999999999,36.184,"922",ducn7,NDBC,C-MAN Station,,"Duck Pier, NC",ARES payload,36.184,-75.745,E,FZUS52.KMHX,"Station DUCN7 failed on 07/31/2008. Meteorological data for this location is available at <a title=""DUKN7"" href=""http://www.ndbc.noaa.gov/station_page.php?station=dukn7"">DUKN7</a>.<br /><br /><br />",http://www.ndbc.noaa.gov/station_page.php?station=ducn7
-75.746,36.184,"923",dukn7,NOS,Water Level Observation Network,,"8651370 - Duck Pier, NC",,36.184,-75.746,E,,"Right whales are active off NC from November to April. Speed restrictions of 10 knots apply to vessels 65 feet or greater in specific areas and times along the mid-Atlantic coast. To learn more about right whales and rules protecting them, go to: <a href=""http://www.nmfs.noaa.gov/pr/shipstrike/"">http://www.nmfs.noaa.gov/pr/shipstrike/</a><a href=""http://www.nmfs.noaa.gov/pr/shipstrike/"">&nbsp;</a>",http://www.ndbc.noaa.gov/station_page.php?station=dukn7
-92.092,46.7760000000001,"924",dulm5,NOS,Water Level Observation Network,,"9099064 - Duluth, MN",,46.776,-92.092,C,,,http://www.ndbc.noaa.gov/station_page.php?station=dulm5
-121.754,36.8460000000001,"925",eazc1,NR,NERRS Water Quality Station,,"Azevedo Pond, Elkhorn Slough Reserve, CA",,36.846,-121.754,P,,,http://www.ndbc.noaa.gov/station_page.php?station=eazc1
-73.4999999999999,36.5000000000001,"926",eb01,NDBC,12-meter discus buoy,,,,36.5,-73.5,,,,http://www.ndbc.noaa.gov/station_page.php?station=eb01
-87.9999999999999,27.5000000000001,"927",eb10,NDBC,12-meter discus buoy,,,EEP payload,27.5,-88,C,,,http://www.ndbc.noaa.gov/station_page.php?station=eb10
-85.9999999999999,27.0000000000001,"928",eb31,NDBC,12-meter discus buoy,,,LCB payload,27,-86,,,,http://www.ndbc.noaa.gov/station_page.php?station=eb31
-84.3,27.0000000000001,"929",eb32,NDBC,12-meter discus buoy,,,LCB payload,27,-84.3,,,,http://www.ndbc.noaa.gov/station_page.php?station=eb32
-141,58.5000000000001,"930",eb33,NDBC,6-meter NOMAD buoy,,,MVXI payload,58.5,-141,A,,,http://www.ndbc.noaa.gov/station_page.php?station=eb33
-157,55.3000000000001,"931",eb35,NDBC,6-meter NOMAD buoy,,,MVXI payload,55.3,-157,A,,,http://www.ndbc.noaa.gov/station_page.php?station=eb35
-85.6,29.0000000000001,"937",eb62,NDBC,USCG Large Navigational Buoy,,,DACT payload,29,-85.6,E,,,http://www.ndbc.noaa.gov/station_page.php?station=eb62
-142.3,59.5000000000001,"938",eb70,NDBC,12-meter discus buoy,,,MVXII payload,59.5,-142.3,A,,,http://www.ndbc.noaa.gov/station_page.php?station=eb70
-130.9,47.0000000000001,"939",eb90,NDBC,12-meter discus buoy,"02",BERING SEA,DACT payload,47,-130.9,A,FZAK61.PAFC,,http://www.ndbc.noaa.gov/station_page.php?station=eb90
-74.3,38.4,"940",eb91,NDBC,USCG Large Navigational Buoy,,,DACT payload,38.4,-74.3,E,,,http://www.ndbc.noaa.gov/station_page.php?station=eb91
-89.9999999999999,28.5000000000001,"941",eb92,NDBC,USCG Large Navigational Buoy,,,DACT payload,28.5,-90,E,,,http://www.ndbc.noaa.gov/station_page.php?station=eb92
-82.4209999999999,27.9230000000001,"942",ebef1,PT,Water Level Observation Network,,"8726674 - East Bay, FL",,27.923,-82.421,E,,,http://www.ndbc.noaa.gov/station_page.php?station=ebef1
-122.338,47.602,"943",ebsw1,NOS,Water Level Observation Network,,"9447130 - Seattle, WA",,47.602,-122.338,P,FZUS56.KSEW,,http://www.ndbc.noaa.gov/station_page.php?station=ebsw1
-88.01,30.429,"944",efla1,PT,Water Level Observation Network,,"8734536 - E Range Front Light Visibility, AL",,30.429,-88.01,C,FZUS54.KMOB,,http://www.ndbc.noaa.gov/station_page.php?station=efla1
-82.759,27.6010000000001,"945",egkf1,COMPS,Shorebased Tower,,"EGK - Egmont Key, FL",,27.601,-82.759,E,FZUS52.KTBW,,http://www.ndbc.noaa.gov/station_page.php?station=egkf1
-84.8,26.0000000000001,"932",eb36,NDBC,USCG Large Navigational Buoy,,,LCB payload,26,-84.8,?,,,http://www.ndbc.noaa.gov/station_page.php?station=eb36
-142,59.8000000000001,"933",eb43,NDBC,6-meter NOMAD buoy,,,MVXI payload,59.8,-142,A,,,http://www.ndbc.noaa.gov/station_page.php?station=eb43
-74.3,38.4,"934",eb52,NDBC,USCG Large Navigational Buoy,,,,38.4,-74.3,,,,http://www.ndbc.noaa.gov/station_page.php?station=eb52
-88.3,28.9,"935",eb53,NDBC,USCG Large Navigational Buoy,,,DACT payload,28.9,-88.3,E,,,http://www.ndbc.noaa.gov/station_page.php?station=eb53
-84.6,26.9,"936",eb61,NDBC,GE,,,LCB payload,26.9,-84.6,?,,,http://www.ndbc.noaa.gov/station_page.php?station=eb61
-121.738,36.835,"946",ehsc1,NR,NERRS Water Quality Station,,"North Marsh, Elkhorn Slough Reserve, CA",,36.835,-121.738,P,,,http://www.ndbc.noaa.gov/station_page.php?station=ehsc1
-91.384,29.373,"947",einl1,PT,Water Level Observation Network,,"8764314 - North of Eugene Island, LA",,29.373,-91.384,C,FZUS54.KLCH,,http://www.ndbc.noaa.gov/station_page.php?station=einl1
-136.347,58.193,"948",elfa2,NOS,Water Level Observation Network,,"9452634 - Elfin Cove, AK",,58.193,-136.347,A,,,http://www.ndbc.noaa.gov/station_page.php?station=elfa2
-121.739,36.818,"949",elqc1,NR,NERRS Water Quality Station,,"South Marsh, Elkhorn Slough Reserve, CA",,36.818,-121.739,P,,,http://www.ndbc.noaa.gov/station_page.php?station=elqc1
-121.738,36.8150000000001,"950",elxc1,NR,NERRS Weather Station,,"Caspian Weather Station, Elkhorn Slough Reserve, CA",,36.815,-121.738,P,,"Water Quality data for this Reserve are available at....<br /><a href=""http://www.ndbc.noaa.gov/station_page.php?station=elqc1"">ELQC1</a> -- South Marsh<br /><a href=""http://www.ndbc.noaa.gov/station_page.php?station=evmc1"">EVMC1</a> -- Vierra Mouth<br /><a href=""http://www.ndbc.noaa.gov/station_page.php?station=eazc1"">EAZC1</a> -- Azevedo Pond<br /><a href=""http://www.ndbc.noaa.gov/station_page.php?station=ehsc1"">EHSC1</a> -- North Marsh<br />",http://www.ndbc.noaa.gov/station_page.php?station=elxc1
-95.914,28.71,"951",emat2,TCOON,Water Level Observation Network,,"8773146 - Matagorda City, TX",,28.71,-95.914,C,,,http://www.ndbc.noaa.gov/station_page.php?station=emat2
-94.917,29.4810000000001,"952",eptt2,TCOON,Water Level Observation Network,,"8771013 - Eagle Point, TX",,29.481,-94.917,C,FZUS54.KHGX,,http://www.ndbc.noaa.gov/station_page.php?station=eptt2
-80.098,42.172,"953",erep1,NOS,Water Level Observation Network,,9063038 - Erie,,42.172,-80.098,E,,,http://www.ndbc.noaa.gov/station_page.php?station=erep1
-124.196,40.7780000000001,"954",erkc1,HU,CICORE water quality station,,"Dock B Eureka, CA",,40.778,-124.196,P,,,http://www.ndbc.noaa.gov/station_page.php?station=erkc1
-135.221,58.9710000000001,"955",eroa2,NWS Alaska Region,Weather Station,,"Eldred Rock, AK",,58.971,-135.221,A,FZAK51.PAJK,,http://www.ndbc.noaa.gov/station_page.php?station=eroa2
-82.442,27.9200000000001,"956",ertf1,NOS,Water Level Observation Network,,"8726669 - Berth 223 Met, FL",,27.92,-82.442,E,,,http://www.ndbc.noaa.gov/station_page.php?station=ertf1
-135.221,58.9710000000001,"957",erxa2,MA,C-MAN Station,,"Eldred Rock MXAK, AK",,58.971,-135.221,A,,,http://www.ndbc.noaa.gov/station_page.php?station=erxa2
-65.4709999999999,18.0940000000001,"958",espp4,NOS,Water Level Observation Network,,"9752695 - Esperanza, Viequez Island, PR",,18.094,-65.471,N,,,http://www.ndbc.noaa.gov/station_page.php?station=espp4
-121.779,36.811,"959",evmc1,NR,Water Quality Station,,"Vierra Mouth, Elkhorn Slough Reserve, CA",,36.811,-121.779,P,,,http://www.ndbc.noaa.gov/station_page.php?station=evmc1
-81.2809999999999,41.7640000000001,"960",faio1,NOS,Water Level Observation Network,,"9063053 - Fairport, OH",,41.764,-81.281,E,,,http://www.ndbc.noaa.gov/station_page.php?station=faio1
-79.888,32.6850000000001,"961",fbis1,NDBC,C-MAN Station,,"Folly Island, SC",MARS payload,32.685,-79.888,E,FZUS52.KCHS,"Right whales are active off SC from November to April. Speed restrictions of 10 knots apply to vessels 65 feet or greater within the vicinity of this station between November 1 and April 30.&nbsp; It is illegal to approach right whales within 500 yards. To learn more about right whales and rules protecting them, go to: <a href=""http://www.nmfs.noaa.gov/pr/shipstrike"">http://www.nmfs.noaa.gov/pr/shipstrike</a>.",http://www.ndbc.noaa.gov/station_page.php?station=fbis1
-79.938,32.652,"962",fbps1,NS,Coastal Marine Station,,"Folly Beach Pier, SC",,32.652,-79.938,E,FZUS52.KCHS,"Right whales are active off SC from November to April. Speed restrictions of 10 knots apply to vessels 65 feet or greater within the vicinity of this station between November 1 and April 30.&nbsp; It is illegal to approach right whales within 500 yards. To learn more about right whales and rules protecting them, go to: <a href=""http://www.nmfs.noaa.gov/pr/shipstrike"">http://www.nmfs.noaa.gov/pr/shipstrike</a>.<a href=""http://www.nmfs.noaa.gov/pr/shipstrike/"">&nbsp;</a>",http://www.ndbc.noaa.gov/station_page.php?station=fbps1
-95.302,28.943,"963",fcgt2,NOS,Water Level Observation Network,,"8772447 - USCG Freeport, TX",,28.943,-95.302,C,,,http://www.ndbc.noaa.gov/station_page.php?station=fcgt2
-122.033,38.1950000000001,"964",fffc1,NR,NERRS Water Quality Station,,First Mallard,,38.195,-122.033,P,,,http://www.ndbc.noaa.gov/station_page.php?station=fffc1
-133.63,57.272,"965",ffia2,NDBC,C-MAN Station,,"Five Fingers, AK",Sutron XPERT payload,57.272,-133.63,A,FZAK51.PAJK,,http://www.ndbc.noaa.gov/station_page.php?station=ffia2
-93.67,28.1180000000001,"966",fgbl1,Forest,Fixed Structure Weather Station,,High Island 334,,28.118,-93.67,C,FZUS54.KLCH FZNT24.KNHC,,http://www.ndbc.noaa.gov/station_page.php?station=fgbl1
-82.801,28.1530000000001,"967",fhpf1,COMPS,Shorebased Tower,,"FHP - Fred Howard Park, FL",,28.153,-82.801,E,FZUS52.KTBW,,http://www.ndbc.noaa.gov/station_page.php?station=fhpf1
-151.995,59.3320000000001,"968",fila2,NDBC,C-MAN Station,,"Flat Island Light, AK",ARES payload,59.332,-151.995,A,FZAK51.PAFC,,http://www.ndbc.noaa.gov/station_page.php?station=fila2
-88.0239999999999,30.2280000000001,"969",fmoa1,PT,Water Level Observation Network,,"8734673 - Fort Morgan, AL",,30.228,-88.024,C,,,http://www.ndbc.noaa.gov/station_page.php?station=fmoa1
-81.871,26.647,"970",fmrf1,NOS,Water Level Observation Network,,"8725520 - Fort Myers, FL",,26.647,-81.871,E,FZUS52.KTBW,,http://www.ndbc.noaa.gov/station_page.php?station=fmrf1
-71.401,41.8070000000001,"971",foxr1,NOS,Water Level Observation Network,,"8454000 - Providence, RI",,41.807,-71.401,E,,"For area forecasts and warnings, select: <a href=""http://www.weather.gov/box/"">Boston WFO</a>",http://www.ndbc.noaa.gov/station_page.php?station=foxr1
-80.903,32.035,"972",fpkg1,NOS,Water Level Observation Network,,"8670870 - Fort Pulaski, GA",,32.035,-80.903,E,FZUS52.KCHS,"Right whales are active off GA from November to April. Speed restrictions of 10 knots apply to vessels 65 feet or greater in specific areas and times along the U.S. East Coast.  It is illegal to approach right whales within 500 yards.  To learn more about right whales and rules protecting them, go to: <a href=""http://www.nmfs.noaa.gov/pr/shipstrike"">http://www.nmfs.noaa.gov/pr/shipstrike</a>.<br />",http://www.ndbc.noaa.gov/station_page.php?station=fpkg1
-77.59,33.4850000000001,"973",fpsn7,NDBC,C-MAN Station,,"Frying Pan Shoals, NC",DACT payload,33.485,-77.59,E,FZUS52.KMHX FZUS52.KILM,"The CMAN station at FPSN7 has been disestablished on December 31, 2008.&nbsp; For local data, please refer to buoy <a href=""http://www.ndbc.noaa.gov/station_page.php?station=41013"">41013</a>.<br /><br />",http://www.ndbc.noaa.gov/station_page.php?station=fpsn7
-95.294,28.936,"974",fpst2,NOS,Water Level Observation Network,,"8772471 - Freeport SPIP, TX",,28.936,-95.294,C,,,http://www.ndbc.noaa.gov/station_page.php?station=fpst2
-86.66,45.619,"975",fptm4,CE,GLOS Weather Station,,"Fairport, MI",,45.619,-86.66,E,,"For Great Lakes marine forecasts, select: <a href=""http://www.nws.noaa.gov/om/marine/forecast.htm#glf"">GREAT LAKES FORECASTS</a>",http://www.ndbc.noaa.gov/station_page.php?station=fptm4
-95.3079999999999,28.948,"976",fptt2,NOS,Water Level Observation Network,,"8772440 - Freeport, TX",,28.948,-95.308,C,FZUS54.KHGX,,http://www.ndbc.noaa.gov/station_page.php?station=fptt2
-122.466,37.8070000000001,"977",fpxc1,BM,Water Quality Station,,"Fort Point, CA",,37.807,-122.466,P,,"For area forecasts and warnings, select:&nbsp;<a href=""http://www.wrh.noaa.gov/mtr/"">San Francisco/Monterey WFO</a>",http://www.ndbc.noaa.gov/station_page.php?station=fpxc1
-64.6949999999999,32.3700000000001,"978",frcb6,NOS,Water Level Observation Network,,"2695535 - Bermuda, Ferry Reach Channel, BM",,32.37,-64.695,N,,,http://www.ndbc.noaa.gov/station_page.php?station=frcb6
-81.465,30.6750000000001,"979",frdf1,NOS,Water Level Observation Network,,"8720030 - Fernandina Beach, FL",,30.675,-81.465,E,FZUS52.KJAX,"Right whales are active off FL from November to April. Speed restrictions of 10 knots apply to vessels 65 feet or greater in specific areas and times along the U.S. East Coast.  It is illegal to approach right whales within 500 yards.  To learn more about right whales and rules protecting them, go to: <a href=""http://www.nmfs.noaa.gov/pr/shipstrike"">http://www.nmfs.noaa.gov/pr/shipstrike</a>.<br />",http://www.ndbc.noaa.gov/station_page.php?station=frdf1
-65.631,18.335,"980",frdp4,PN,Water Level Observation Network,,"9753216 - Fajardo, PR",,18.335,-65.631,N,,,http://www.ndbc.noaa.gov/station_page.php?station=frdp4
-123.012,48.5450000000001,"981",frdw1,NOS,Water Level Observation Network,,"9449880 - Friday Harbor, WA",,48.545,-123.012,P,FZUS56.KSEW,,http://www.ndbc.noaa.gov/station_page.php?station=frdw1
-90.422,30.1060000000001,"982",frel1,NOS,Water Level Observation Network,,"8762484 - Frenier Landing, LA",,30.106,-90.422,C,,,http://www.ndbc.noaa.gov/station_page.php?station=frel1
-75.739,36.1900000000001,"983",frfn7,AC,Waverider Buoy,,"USACE-CHL Field Research Facility, Duck, NC",,36.19,-75.739,E,FZUS52.KMHX,"Right whales are active off NC from November to April. Speed restrictions of 10 knots apply to vessels 65 feet or greater in specific areas and times along the mid-Atlantic coast. To learn more about right whales and rules protecting them, go to: <a href=""http://www.nmfs.noaa.gov/pr/shipstrike/"">http://www.nmfs.noaa.gov/pr/shipstrike/</a><a href=""http://www.nmfs.noaa.gov/pr/shipstrike/"">?</a>",http://www.ndbc.noaa.gov/station_page.php?station=frfn7
-82.552,27.5910000000001,"984",frkf1,TC,Shorebased Tower,,"Frog Creek, FL",,27.591,-82.552,E,,,http://www.ndbc.noaa.gov/station_page.php?station=frkf1
-80.46,32.34,"985",frps1,NOS,Water Level Observation Network,,"8668498 - Fripps Inlet, SC",,32.34,-80.46,E,,"For area forecasts and warnings, select: <a href=""http://www.erh.noaa.gov/chs/"">Charleston WFO</a><br /><br />",http://www.ndbc.noaa.gov/station_page.php?station=frps1
-71.164,41.7040000000001,"986",frvm3,PT,Water Level Observation Network,,"8447386 - Fall River, MA",,41.704,-71.164,E,,"For area forecasts and warnings, select: <a href=""http://www.weather.gov/box/"">Boston WFO</a>",http://www.ndbc.noaa.gov/station_page.php?station=frvm3
-92.3049999999999,29.5520000000001,"987",frwl1,NOS,Water Level Observation Network,,"8766072 - Freshwater Canal Locks, LA",,29.552,-92.305,C,FZUS54.KLCH,,http://www.ndbc.noaa.gov/station_page.php?station=frwl1
-71.1799999999999,41.696,"988",frxm3,PT,Water Level Observation Network,,"8447412 - Fall River Visibility, MA",,41.696,-71.18,E,,,http://www.ndbc.noaa.gov/station_page.php?station=frxm3
-76.528,39.2190000000001,"989",fskm2,PT,Water Level Observation Network,,"8574728 - Francis Scott Key Bridge, MD",,39.219,-76.528,E,FZUS51.KLWX,,http://www.ndbc.noaa.gov/station_page.php?station=fskm2
-76.525,39.2190000000001,"990",fsnm2,PT,Water Level Observation Network,,"8574729 - Francis Scott Key Bridge NE Tower, MD",,39.219,-76.525,E,FZUS51.KLWX,,http://www.ndbc.noaa.gov/station_page.php?station=fsnm2
-87.648,41.9760000000001,"991",fsti2,CH,C-MAN Station,,"Foster Ave., Chicago, IL",,41.976,-87.648,C,,,http://www.ndbc.noaa.gov/station_page.php?station=fsti2
-82.422,43.0070000000001,"992",ftgm4,NOS,Water Level Observation Network,,"9014098 - Fort Gratiot, MI",,43.007,-82.422,E,FZUS53.KDTX,"For area marine forecasts, select: <a href=""http://www.nws.noaa.gov/om/marine/forecast.htm#glf"">Great Lakes Forecasts</a>",http://www.ndbc.noaa.gov/station_page.php?station=ftgm4
-122.466,37.806,"993",ftpc1,NOS,Water Level Observation Network,,"9414290 - San Francisco, CA",,37.806,-122.466,P,FZUS56.KMTR,,http://www.ndbc.noaa.gov/station_page.php?station=ftpc1
-73.172,41.15,"994",fwic3,Long Island Ferry,Long Island Ferry,,"Fayerweather Island, CT",,41.15,-73.172,E,FZUS51.KOKX,,http://www.ndbc.noaa.gov/station_page.php?station=fwic3
-80.097,25.5910000000001,"995",fwyf1,NDBC,C-MAN Station,,"Fowey Rock, FL",MARS payload,25.591,-80.097,E,FZUS52.KMFL,,http://www.ndbc.noaa.gov/station_page.php?station=fwyf1
-93.1,27.8000000000001,"996",gbcl1,NDBC,C-MAN Station,,Garden Banks,,27.8,-93.1,C,,,http://www.ndbc.noaa.gov/station_page.php?station=gbcl1
-88.405,30.4180000000001,"997",gbhm6,NR,NERRS Water Quality Station,,"Bayou Heron, Grand Bay Reserve, MS",,30.418,-88.405,C,,,http://www.ndbc.noaa.gov/station_page.php?station=gbhm6
-81.0289999999999,25.378,"998",gbif1,NP,Water Quality Station,,"Gunboat Island, FL",,25.378,-81.029,E,FZUS52.KMFL,"Water levels are referenced to local datums.&nbsp; They provide relative change in water level and are not to be used for navigation.",http://www.ndbc.noaa.gov/station_page.php?station=gbif1
-87.901,44.6530000000001,"999",gblw3,CE,Weather Station,,"Green Bay Entrance Light, WI",,44.653,-87.901,E,FZUS53.KGRB,,http://www.ndbc.noaa.gov/station_page.php?station=gblw3
-70.9109999999999,43.1340000000001,"1000",gbqn3,NR,NERRS Water Quality Station,,"Oyster River, Great Bay Reserve, NH",,43.134,-70.911,E,,,http://www.ndbc.noaa.gov/station_page.php?station=gbqn3
-88.403,30.4130000000001,"1001",gbrm6,NR,NERRS Weather Station,,"Grand Bay NERR, Mississippi Sound, MS",,30.413,-88.403,C,,,http://www.ndbc.noaa.gov/station_page.php?station=gbrm6
-80.801,25.167,"1002",gbtf1,NP,Water Quality Station,,"Garfield Bight, FL",,25.167,-80.801,E,FZUS52.KKEY,"Water levels are referenced to local datums.&nbsp; They provide relative change in water level and are not to be used for navigation.",http://www.ndbc.noaa.gov/station_page.php?station=gbtf1
-88.003,44.5380000000001,"1003",gbww3,NOS,Water Level Observation Network,,"9087077 - Green Bay West, WI",,44.538,-88.003,C,,,http://www.ndbc.noaa.gov/station_page.php?station=gbww3
-171.715,63.777,"1004",gbxa2,MA,C-MAN Station,,"Gambell, AK",,63.777,-171.715,A,,,http://www.ndbc.noaa.gov/station_page.php?station=gbxa2
-82.5169999999999,27.7740000000001,"1005",gctf1,PT,Water Level Observation Network,,"8726524 - Gadsden Cut, Tampa Bay, FL",,27.774,-82.517,E,,,http://www.ndbc.noaa.gov/station_page.php?station=gctf1
-81.634,29.982,"1006",gcvf1,NOS,Water Level Observation Network,,"8720503 - Red Bay Point, St. Johns River, FL",,29.982,-81.634,E,FZUS52.KMLB,,http://www.ndbc.noaa.gov/station_page.php?station=gcvf1
-89.9569999999999,29.2670000000001,"1007",gdil1,NDBC,C-MAN Station,,"Grand Isle, LA",MARS payload,29.267,-89.957,C,FZUS54.KLIX,"The Coast Guard building where this station is located sustained extensive damage during Hurricane Katrina. Because of this, we anticipate a lengthy station outage. For comparable local weather and water level observations, see <a href=""/station_page.php?station=gisl1"">Station GISL1</a>.",http://www.ndbc.noaa.gov/station_page.php?station=gdil1
-76.4039999999999,37.222,"1008",gdiv2,Virginia Institute of Marine Science,Marine Observation Station,,Goodwin Island Met Station,,37.222,-76.404,E,,,http://www.ndbc.noaa.gov/station_page.php?station=gdiv2
-90.341,47.7490000000001,"1009",gdmm5,NOS,Water Level Observation Network,,"9099090 - Grand Marais, MN",,47.749,-90.341,C,,,http://www.ndbc.noaa.gov/station_page.php?station=gdmm5
-88.463,30.357,"1010",gdqm6,NR,NERRS Water Quality Station,,"Bangs Lake, Grand Bay Reserve, MS",,30.357,-88.463,C,,,http://www.ndbc.noaa.gov/station_page.php?station=gdqm6
